seq_num,gap,hidden_size,num_layer,ACC,train_size,val_size
30,1,32,1,80.39689315536306,497583,48023
30,1,32,2,80.9383003977261,497583,48023
30,1,32,3,80.50309226828811,497583,48023
30,1,64,1,80.83210128480103,497583,48023
30,1,64,2,81.39224954709202,497583,48023
30,1,64,3,81.28188576307186,497583,48023
30,1,128,1,81.0340878329134,497583,48023
30,1,128,2,81.59631843075194,497583,48023
30,1,128,3,81.8566103741957,497583,48023
30,1,256,1,81.52968369323033,497583,48023
30,1,256,2,81.81288132769714,497583,48023
30,1,256,3,82.30014784582387,497583,48023
50,1,32,1,86.2494924237567,497583,46791
50,1,32,2,86.17896604047787,497583,46791
50,1,32,3,86.30078433886858,497583,46791
50,1,64,1,86.79446902182043,497583,46791
50,1,64,2,86.53800944626103,497583,46791
50,1,64,3,86.62777029770682,497583,46791
50,1,128,1,87.21549015836379,497583,46791
50,1,128,2,87.08726037058409,497583,46791
50,1,128,3,87.4826355495715,497583,46791
50,1,256,1,86.86499540509926,497583,46791
50,1,256,2,87.36722874056977,497583,46791
50,1,256,3,87.409972003163,497583,46791
80,1,32,1,90.34370975620587,497583,45038
80,1,32,2,90.36591322882899,497583,45038
80,1,32,3,89.82636884408721,497583,45038
80,1,64,1,90.46582885563302,497583,45038
80,1,64,2,90.80776233402904,497583,45038
80,1,64,3,90.89879657178383,497583,45038
80,1,128,1,90.96984768417781,497583,45038
80,1,128,2,90.97206803144012,497583,45038
80,1,128,3,90.97650872596473,497583,45038
80,1,256,1,90.88103379368533,497583,45038
80,1,256,2,91.07642435276877,497583,45038
80,1,256,3,90.97650872596473,497583,45038
100,1,32,1,91.70538398469527,497575,43908
100,1,32,2,91.54823722328506,497575,43908
100,1,32,3,91.72815887765327,497575,43908
100,1,64,1,91.82836840666849,497575,43908
100,1,64,2,91.81925844948529,497575,43908
100,1,64,3,92.31347362667395,497575,43908
100,1,128,1,92.34763596611096,497575,43908
100,1,128,2,92.20415414047554,497575,43908
100,1,128,3,91.79192857793568,497575,43908
100,1,256,1,92.24514894779995,497575,43908
100,1,256,2,92.13810695089732,497575,43908
100,1,256,3,92.55261000273299,497575,43908
150,1,32,1,94.02288796559516,497463,41157
150,1,32,2,93.75318900794518,497463,41157
150,1,32,3,93.43489564351144,497463,41157
150,1,64,1,94.32660300799378,497463,41157
150,1,64,2,93.87467502490463,497463,41157
150,1,64,3,93.8163617367641,497463,41157
150,1,128,1,94.17596034696406,497463,41157
150,1,128,2,93.85037782151274,497463,41157
150,1,128,3,94.0569040503438,497463,41157
150,1,256,1,94.16624146560731,497463,41157
150,1,256,2,94.49182399105862,497463,41157
150,1,256,3,94.12736594018028,497463,41157
200,1,32,1,93.56942661812086,497194,38177
200,1,32,2,93.86803572831809,497194,38177
200,1,32,3,92.94601461613013,497194,38177
200,1,64,1,93.88375199727585,497194,38177
200,1,64,2,93.91518453519134,497194,38177
200,1,64,3,94.2478455614637,497194,38177
200,1,128,1,93.96757209838384,497194,38177
200,1,128,2,94.27403934305995,497194,38177
200,1,128,3,94.4888283521492,497194,38177
200,1,256,1,94.08020535924771,497194,38177
200,1,256,2,94.4259632763182,497194,38177
200,1,256,3,94.15092856955759,497194,38177
250,1,32,1,93.13753257052227,496312,35308
