seq_num,gap,hidden_size,num_layer,ACC,train_size,val_size
150,1,128,1,92.10256830377259,336910,73239
150,1,256,1,92.22545365174292,336910,73239
150,3,128,1,90.97065770969019,112312,73239
150,3,256,1,90.73444476303608,112312,73239
150,5,128,1,90.34530782779666,67417,73239
150,5,256,1,91.42533349718046,67417,73239
150,10,128,1,88.88570297246002,33669,73239
