filename,accuracy
a1_4.csv,100.0
a6_1.csv,94.81743227326265
a2_2.csv,99.77924944812362
a5_7.csv,98.55491329479769
a2_7.csv,96.71150971599403
a5_6.csv,96.25
a1_5.csv,99.86486486486487
a1_2.csv,100.0
a6_8.csv,99.87244897959184
a4_1.csv,98.84763124199743
a4_3.csv,94.88
a1_6.csv,100.0
a4_8.csv,100.0
a4_5.csv,100.0
a8_6.csv,94.69578783151326
a5_1.csv,100.0
a8_1.csv,94.65301478953356
a4_2.csv,100.0
a4_6.csv,98.35051546391752
a7_2.csv,91.75
a1_9.csv,100.0
a3_3.csv,87.76119402985074
a6_7.csv,97.2183588317107
a7_6.csv,96.1335676625659
a1_3.csv,100.0
a4_7.csv,97.96264855687606
a2_5.csv,98.55491329479769
a7_3.csv,100.0
a3_6.csv,100.0
a1_1.csv,97.03389830508475
a2_1.csv,95.71303587051618
a6_4.csv,100.0
a7_9.csv,98.40558046836074
a6_6.csv,98.92280071813285
a1_7.csv,100.0
a2_4.csv,99.8272884283247
a1_8.csv,100.0
a3_4.csv,95.25065963060686
a2_6.csv,100.0
a7_7.csv,96.59442724458205
a5_4.csv,100.0
a3_8.csv,100.0
a2_9.csv,99.21402660217655
a7_5.csv,97.76609724047306
a6_9.csv,97.27928928373126
a2_3.csv,81.64179104477613
a7_1.csv,100.0
a8_7.csv,100.0
a8_4.csv,98.35728952772074
a4_4.csv,100.0
a3_9.csv,97.50132908027645
a6_2.csv,97.5103734439834
a5_9.csv,83.36314847942755
a8_3.csv,100.0
a5_5.csv,93.89312977099237
a8_8.csv,97.76951672862454
a5_2.csv,99.89059080962801
a7_4.csv,100.0
a7_8.csv,99.71056439942113
a3_1.csv,93.37676438653637
a3_2.csv,100.0
a3_7.csv,97.79874213836479
a4_9.csv,98.52374839537869
a5_8.csv,99.65928449744463
a2_8.csv,98.33080424886191
a8_9.csv,93.75354911981827
a8_5.csv,94.65648854961832
a6_5.csv,95.3560371517028
a5_3.csv,97.68115942028986
a6_3.csv,93.42359767891682
a3_5.csv,93.51145038167938
g2_8.csv,98.52216748768473
g2_4.csv,98.3739837398374
g2_1.csv,77.13675213675214
g1_6.csv,88.78718535469108
g2_7.csv,96.39999999999999
g1_7.csv,100.0
g2_3.csv,95.7471264367816
g1_4.csv,96.74054758800521
g1_9.csv,88.71763255240444
g2_2.csv,98.41101694915254
g2_6.csv,91.61205766710354
g1_2.csv,100.0
g1_1.csv,99.39577039274926
g2_9.csv,59.02255639097744
g1_8.csv,100.0
g1_3.csv,100.0
g1_5.csv,100.0
g2_5.csv,96.2852897473997
e2_7.csv,96.15384615384616
e1_1.csv,88.43612334801763
e4_9.csv,99.63008631319359
e2_9.csv,96.95051783659379
e2_1.csv,100.0
e4_1.csv,99.3368700265252
e2_8.csv,100.0
e3_2.csv,98.66036249014972
e5_5.csv,100.0
e2_2.csv,94.40447641886492
e1_6.csv,93.47536617842877
e2_3.csv,92.28998849252014
e4_5.csv,94.67592592592592
e1_7.csv,95.23809523809523
e2_4.csv,96.484375
e3_3.csv,99.87063389391979
e5_9.csv,96.38196915776986
e3_1.csv,100.0
e5_1.csv,100.0
e4_2.csv,100.0
e5_3.csv,100.0
e5_7.csv,100.0
e4_4.csv,99.35587761674718
e3_8.csv,91.14927344782035
e1_2.csv,96.46107178968654
e4_6.csv,97.0074812967581
e3_5.csv,96.14093959731544
e3_9.csv,93.87040280210157
e3_4.csv,100.0
e4_7.csv,100.0
e4_8.csv,99.84639016897081
e3_7.csv,96.06440071556351
e1_9.csv,77.18047174986286
e2_5.csv,100.0
e5_4.csv,98.35575485799701
e5_6.csv,100.0
e1_4.csv,85.06024096385542
e1_3.csv,93.45579793340988
e1_8.csv,99.15966386554622
e3_6.csv,100.0
e2_6.csv,100.0
e5_2.csv,100.0
e4_3.csv,98.08743169398907
e5_8.csv,96.68367346938776
e1_5.csv,97.94520547945206
d4_7.csv,99.84848484848486
d8_8.csv,97.58620689655172
d8_5.csv,100.0
d7_1.csv,96.0285941223193
d5_7.csv,91.00719424460432
d2_1.csv,96.15048118985126
d4_4.csv,98.08153477218225
d6_8.csv,100.0
d8_6.csv,92.12410501193318
d3_6.csv,92.7367055771725
d5_1.csv,100.0
d3_2.csv,100.0
d3_4.csv,100.0
d5_9.csv,83.88986526069128
d5_5.csv,100.0
