seq_num,gap,hidden_size,num_layer,ACC,train_size,val_size
250,1,32,1,83.86727688787185,18390,874
250,1,32,2,83.4096109839817,18390,874
250,1,32,3,85.46910755148741,18390,874
250,1,64,1,84.55377574370709,18390,874
250,1,64,2,84.43935926773456,18390,874
250,1,64,3,83.18077803203661,18390,874
250,1,128,1,86.84210526315789,18390,874
250,1,128,2,84.09610983981693,18390,874
250,1,128,3,85.1258581235698,18390,874
250,1,256,1,83.06636155606407,18390,874
250,1,256,2,86.15560640732265,18390,874
250,1,256,3,87.64302059496568,18390,874
300,1,32,1,84.05977584059775,18390,803
300,1,32,2,83.43711083437111,18390,803
300,1,32,3,85.55417185554172,18390,803
300,1,64,1,84.43337484433376,18390,803
300,1,64,2,86.6749688667497,18390,803
300,1,64,3,87.29763387297633,18390,803
300,1,128,1,85.67870485678705,18390,803
300,1,128,2,87.17310087173101,18390,803
300,1,128,3,87.546699875467,18390,803
300,1,256,1,83.56164383561644,18390,803
300,1,256,2,84.18430884184309,18390,803
300,1,256,3,87.67123287671232,18390,803
