seq_num,d_model,n_head,num_layer,dropout,learning_rate,weight_decay,ACC
200,512,1,1,0.3,0.0001,0.0001,86.13741688494862
200,512,1,4,0.3,0.0001,0.0001,88.87769494257506
200,512,1,8,0.3,0.0001,0.0001,87.38666129357243
200,512,4,1,0.3,0.0001,0.0001,87.32621398347773
200,512,4,4,0.3,0.0001,0.0001,86.27846060850293
200,512,4,8,0.3,0.0001,0.0001,87.62845053395124
200,512,8,1,0.3,0.0001,0.0001,88.35381825508765
200,512,8,4,0.3,0.0001,0.0001,86.39935522869233
200,512,8,8,0.3,0.0001,0.0001,85.81503123111021
300,64,1,1,0.3,0.0001,0.0001,83.20493066255779
300,64,1,4,0.3,0.0001,0.0001,82.45652652432314
300,64,1,8,0.3,0.0001,0.0001,85.47215496368038
300,64,4,1,0.3,0.0001,0.0001,82.96279991195246
300,64,4,4,0.3,0.0001,0.0001,85.18600044023773
300,64,4,8,0.3,0.0001,0.0001,84.37156064274708
300,64,8,1,0.3,0.0001,0.0001,85.11996478098173
300,64,8,4,0.3,0.0001,0.0001,85.84635703279771
300,64,8,8,0.3,0.0001,0.0001,85.25203609949372
300,128,1,1,0.3,0.0001,0.0001,82.50055029716047
300,128,1,4,0.3,0.0001,0.0001,87.10103455866168
300,128,1,8,0.3,0.0001,0.0001,85.67026194144839
300,128,4,1,0.3,0.0001,0.0001,84.45960818842175
300,128,4,4,0.3,0.0001,0.0001,86.74884437596302
300,128,4,8,0.3,0.0001,0.0001,86.26458287475236
300,128,8,1,0.3,0.0001,0.0001,85.03191723530706
300,128,8,4,0.3,0.0001,0.0001,86.50671362535769
300,128,8,8,0.3,0.0001,0.0001,84.63570327977108
300,256,1,1,0.3,0.0001,0.0001,81.5100154083205
300,256,1,4,0.3,0.0001,0.0001,85.62623816861105
300,256,1,8,0.3,0.0001,0.0001,85.64825005502972
300,256,4,1,0.3,0.0001,0.0001,84.04138234646709
300,256,4,4,0.3,0.0001,0.0001,85.93440457847238
300,256,4,8,0.3,0.0001,0.0001,85.9784283513097
300,256,8,1,0.3,0.0001,0.0001,86.77085626238168
300,256,8,4,0.3,0.0001,0.0001,84.15144177856043
300,256,8,8,0.3,0.0001,0.0001,88.06955756108299
300,512,1,1,0.3,0.0001,0.0001,85.75830948712304
300,512,1,4,0.3,0.0001,0.0001,85.29605987233106
300,512,1,8,0.3,0.0001,0.0001,85.18600044023773
300,512,4,1,0.3,0.0001,0.0001,84.43759630200309
300,512,4,4,0.3,0.0001,0.0001,86.3746423068457
300,512,4,8,0.3,0.0001,0.0001,85.9784283513097
300,512,8,1,0.3,0.0001,0.0001,86.0444640105657
300,512,8,4,0.3,0.0001,0.0001,85.23002421307505
300,512,8,8,0.3,0.0001,0.0001,85.58221439577372
