seq_num,gap,hidden_size,num_layer,ACC,train_size,val_size

30,1,32,1,70.33090297251823,20606,1783
30,1,32,2,70.61132922041503,20606,1783
30,1,32,3,71.34043746494672,20606,1783
30,1,64,1,71.00392596747055,20606,1783
30,1,64,2,71.67694896242288,20606,1783
30,1,64,3,71.45260796410544,20606,1783
30,1,128,1,70.83567021873247,20606,1783
30,1,128,2,71.28435221536736,20606,1783
30,1,128,3,71.7891194615816,20606,1783
30,1,256,1,71.90128996074033,20606,1783
30,1,256,2,71.7891194615816,20606,1783
30,1,256,3,70.27481772293886,20606,1783
50,1,32,1,75.11547344110855,20606,1732
50,1,32,2,76.55889145496536,20606,1732
50,1,32,3,77.19399538106235,20606,1732
50,1,64,1,76.96304849884527,20606,1732
50,1,64,2,76.96304849884527,20606,1732
50,1,64,3,75.69284064665128,20606,1732
50,1,128,1,76.21247113163972,20606,1732
50,1,128,2,76.15473441108546,20606,1732
50,1,128,3,77.02078521939954,20606,1732
50,1,256,1,76.6743648960739,20606,1732
50,1,256,2,76.73210161662817,20606,1732
50,1,256,3,77.07852193995382,20606,1732
80,1,32,1,79.43475646422128,20606,1663
80,1,32,2,79.61515333734215,20606,1663
80,1,32,3,81.11846061334937,20606,1663
80,1,64,1,79.9158147925436,20606,1663
80,1,64,2,80.09621166566446,20606,1663
80,1,64,3,80.09621166566446,20606,1663
80,1,128,1,79.13409500901984,20606,1663
80,1,128,2,78.47263980757667,20606,1663
80,1,128,3,80.69753457606735,20606,1663
80,1,256,1,80.3968731208659,20606,1663
80,1,256,2,80.09621166566446,20606,1663
80,1,256,3,78.89356584485868,20606,1663
100,1,32,1,81.2039312039312,20606,1628
100,1,32,2,81.57248157248158,20606,1628
100,1,32,3,81.57248157248158,20606,1628
100,1,64,1,81.14250614250614,20606,1628
100,1,64,2,81.08108108108108,20606,1628
100,1,64,3,80.65110565110565,20606,1628
100,1,128,1,80.58968058968058,20606,1628
100,1,128,2,79.66830466830467,20606,1628
100,1,128,3,81.44963144963145,20606,1628
100,1,256,1,80.28255528255528,20606,1628
100,1,256,2,80.15970515970515,20606,1628
100,1,256,3,81.94103194103194,20606,1628

150,1,32,1,85.00319081046585,20606,1567
150,1,32,2,85.83280153158903,20606,1567
150,1,32,3,85.44990427568602,20606,1567
150,1,64,1,85.32227185705169,20606,1567
150,1,64,2,86.15188257817486,20606,1567
150,1,64,3,86.02425015954053,20606,1567
150,1,128,1,85.13082322910019,20606,1567
150,1,128,2,83.79068283343969,20606,1567
150,1,128,3,85.51372048500319,20606,1567
150,1,256,1,84.17358008934269,20606,1567
150,1,256,2,85.06700701978302,20606,1567
150,1,256,3,85.32227185705169,20606,1567
200,1,32,1,87.98611111111111,20606,1440
200,1,32,2,88.61111111111111,20606,1440
200,1,32,3,88.61111111111111,20606,1440
200,1,64,1,87.43055555555556,20606,1440
200,1,64,2,87.91666666666667,20606,1440
200,1,64,3,87.77777777777777,20606,1440
200,1,128,1,88.75,20606,1440
200,1,128,2,88.68055555555556,20606,1440
200,1,128,3,89.58333333333333,20606,1440
200,1,256,1,88.05555555555556,20606,1440
200,1,256,2,88.75,20606,1440
200,1,256,3,88.125,20606,1440
250,1,32,1,88.55193328278999,20606,1319
250,1,32,2,89.38589840788477,20606,1319
250,1,32,3,88.32448824867323,20606,1319
250,1,64,1,87.49052312357847,20606,1319
250,1,64,2,86.9598180439727,20606,1319
250,1,64,3,89.61334344200152,20606,1319
250,1,128,1,87.86959818043972,20606,1319
250,1,128,2,86.9598180439727,20606,1319
250,1,128,3,87.64215314632297,20606,1319
250,1,256,1,87.64215314632297,20606,1319
250,1,256,2,88.77937831690674,20606,1319
250,1,256,3,89.31008339651251,20606,1319
300,1,32,1,89.98397435897436,20606,1248
300,1,32,2,89.98397435897436,20606,1248
300,1,32,3,89.50320512820512,20606,1248
300,1,64,1,89.98397435897436,20606,1248
300,1,64,2,91.10576923076923,20606,1248
300,1,64,3,91.90705128205128,20606,1248
300,1,128,1,89.82371794871794,20606,1248
300,1,128,2,89.98397435897436,20606,1248
300,1,128,3,89.82371794871794,20606,1248
300,1,256,1,90.14423076923077,20606,1248
300,1,256,2,92.54807692307692,20606,1248
300,1,256,3,88.14102564102564,20606,1248
350,1,32,1,89.48275862068965,20606,1160
350,1,32,2,93.10344827586206,20606,1160
350,1,32,3,90.51724137931035,20606,1160
350,1,64,1,90.0,20606,1160
350,1,64,2,92.75862068965517,20606,1160
350,1,64,3,91.98275862068965,20606,1160
350,1,128,1,93.10344827586206,20606,1160
350,1,128,2,91.46551724137932,20606,1160
350,1,128,3,90.86206896551724,20606,1160
350,1,256,1,90.6896551724138,20606,1160
350,1,256,2,91.98275862068965,20606,1160
350,1,256,3,92.06896551724138,20606,1160
400,1,32,1,88.09055118110236,20598,1016
400,1,32,2,88.87795275590551,20598,1016
400,1,32,3,91.63385826771653,20598,1016
400,1,64,1,91.24015748031496,20598,1016
400,1,64,2,90.25590551181102,20598,1016
400,1,64,3,86.81102362204724,20598,1016
400,1,128,1,91.24015748031496,20598,1016
400,1,128,2,86.51574803149606,20598,1016
400,1,128,3,90.15748031496064,20598,1016
400,1,256,1,87.89370078740157,20598,1016
400,1,256,2,88.28740157480316,20598,1016
