gap,seq_num,hidden_size,num_layer,ACC,train_size_localization,train_size_detection
10,100,64,1,73.00564061240935,1241,9715
10,100,64,2,75.98710717163578,1241,9715
10,100,64,3,75.18130539887187,1241,9715
10,100,128,1,74.9395648670427,1241,9715
10,100,128,2,74.1337630942788,1241,9715
10,100,128,3,76.22884770346495,1241,9715
10,100,256,1,76.22884770346495,1241,9715
10,100,256,2,75.7453666398066,1241,9715
10,100,256,3,75.90652699435938,1241,9715
10,100,512,1,74.53666398066076,1241,9715
10,100,512,2,76.14826752618856,1241,9715
10,100,512,3,76.06768734891217,1241,9715
10,100,1024,1,74.69782433521354,1241,9715
10,100,1024,2,76.14826752618856,1241,9715
10,100,1024,3,75.58420628525383,1241,9715
10,150,32,1,84.12570507655117,1241,9625
10,150,32,2,85.5761482675262,1241,9625
10,150,32,3,85.73730862207897,1241,9625
10,150,64,1,84.6897663174859,1241,9625
10,150,64,2,85.09266720386785,1241,9625
10,150,64,3,85.81788879935536,1241,9625
10,150,128,1,85.4149879129734,1241,9625
10,150,128,2,85.4955680902498,1241,9625
10,150,128,3,87.26833199033038,1241,9625
10,150,256,1,85.5761482675262,1241,9625
10,150,256,2,85.65672844480258,1241,9625
10,150,256,3,86.22078968573732,1241,9625
10,150,512,1,85.4149879129734,1241,9625
10,150,512,2,85.09266720386785,1241,9625
10,150,512,3,87.02659145850122,1241,9625
10,150,1024,1,86.3013698630137,1241,9625
10,150,1024,2,86.70427074939565,1241,9625
10,150,1024,3,86.22078968573732,1241,9625
10,200,32,1,89.68573730862208,1241,9535
10,200,32,2,91.37792103142627,1241,9535
10,200,32,3,91.37792103142627,1241,9535
10,200,64,1,89.44399677679291,1241,9535
10,200,64,2,92.26430298146656,1241,9535
10,200,64,3,91.941982272361,1241,9535
10,200,128,1,91.86140209508461,1241,9535
10,200,128,2,91.29734085414988,1241,9535
10,200,128,3,90.97502014504433,1241,9535
10,200,256,1,92.02256244963739,1241,9535
10,200,256,2,91.1361804995971,1241,9535
10,200,256,3,90.41095890410959,1241,9535
10,200,512,1,90.73327961321515,1241,9535
10,200,512,2,92.34488315874295,1241,9535
10,200,512,3,90.89443996776792,1241,9535
10,200,1024,1,91.21676067687349,1241,9535
10,200,1024,2,90.73327961321515,1241,9535
10,200,1024,3,91.29734085414988,1241,9535
10,250,32,1,91.86140209508461,1241,9445
10,250,32,2,92.10314262691378,1241,9445
10,250,32,3,92.42546333601933,1241,9445
10,250,64,1,91.78082191780823,1241,9445
10,250,64,2,93.71474617244158,1241,9445
10,250,64,3,92.34488315874295,1241,9445
10,250,128,1,92.50604351329572,1241,9445
10,250,128,2,93.79532634971797,1241,9445
10,250,128,3,93.15068493150685,1241,9445
10,250,256,1,92.90894439967768,1241,9445
10,250,256,2,93.15068493150685,1241,9445
10,250,256,3,93.07010475423046,1241,9445
10,250,512,1,93.39242546333602,1241,9445
10,250,512,2,92.50604351329572,1241,9445
10,250,512,3,92.98952457695407,1241,9445
10,250,1024,1,93.31184528605964,1241,9445
10,250,1024,2,93.23126510878323,1241,9445
10,250,1024,3,92.66720386784851,1241,9445
10,300,32,1,92.10314262691378,1241,9355
10,300,32,2,93.23126510878323,1241,9355
10,300,32,3,93.63416599516519,1241,9355
10,300,64,1,92.50604351329572,1241,9355
10,300,64,2,92.90894439967768,1241,9355
10,300,64,3,94.43996776792909,1241,9355
10,300,128,1,93.15068493150685,1241,9355
10,300,128,2,94.43996776792909,1241,9355
10,300,128,3,94.11764705882354,1241,9355
10,300,256,1,93.39242546333602,1241,9355
10,300,256,2,93.5535858178888,1241,9355
10,300,256,3,94.03706688154713,1241,9355
10,300,512,1,94.03706688154713,1241,9355
10,300,512,2,93.79532634971797,1241,9355
10,300,512,3,92.58662369057213,1241,9355
10,300,1024,1,93.47300564061241,1241,9355
10,300,1024,2,93.63416599516519,1241,9355
10,300,1024,3,93.95648670427074,1241,9355
