filename,accuracy
a1_4.csv,0.0
a6_1.csv,2.0787746170678334
a2_2.csv,0.6284916201117319
a5_7.csv,0.9433962264150944
a2_7.csv,6.2246278755074425
a5_6.csv,0.0
a1_5.csv,6.979695431472082
a1_2.csv,0.0727802037845706
a6_8.csv,0.0
a4_1.csv,0.0
a4_3.csv,8.849557522123893
a1_6.csv,0.0
a4_8.csv,15.732087227414329
a4_5.csv,6.896551724137931
a8_6.csv,2.7417027417027415
a5_1.csv,0.0
a8_1.csv,0.0
a4_2.csv,0.0
a4_6.csv,0.0
a7_2.csv,0.0
a1_9.csv,0.0
a3_3.csv,6.406685236768802
a6_7.csv,6.998654104979811
a7_6.csv,9.35483870967742
a1_3.csv,1.1574074074074074
a4_7.csv,3.7735849056603774
a2_5.csv,14.663143989431967
a7_3.csv,9.956076134699854
a3_6.csv,0.0
a1_1.csv,6.2438057482656095
a2_1.csv,7.325102880658436
a6_4.csv,0.0
a7_9.csv,1.9867549668874174
a6_6.csv,0.0
a1_7.csv,0.5924170616113744
a2_4.csv,0.0
a1_8.csv,7.7975376196990425
a3_4.csv,0.1183431952662722
a2_6.csv,0.0
a7_7.csv,0.0
a5_4.csv,0.0
a3_8.csv,18.37916063675832
a2_9.csv,0.0
a7_5.csv,8.364083640836409
a6_9.csv,0.0
a2_3.csv,3.054448871181939
a7_1.csv,8.624229979466119
a8_7.csv,1.3333333333333335
a8_4.csv,0.0
a4_4.csv,0.0
a3_9.csv,6.426099851705389
a6_2.csv,0.0
a5_9.csv,1.3819789939192924
a8_3.csv,1.5313935681470139
a5_5.csv,1.1750881316098707
a8_8.csv,13.837209302325581
a5_2.csv,0.0
a7_4.csv,0.0
a7_8.csv,26.64796633941094
a3_1.csv,10.14344262295082
a3_2.csv,0.27548209366391185
a3_7.csv,0.0
a4_9.csv,0.0
a5_8.csv,7.366771159874608
a2_8.csv,0.0
a8_9.csv,1.9497178040020522
a8_5.csv,9.957924263674615
a6_5.csv,1.2857142857142856
a5_3.csv,4.979811574697174
a6_3.csv,0.0
a3_5.csv,0.0
g2_8.csv,55.15695067264574
g2_4.csv,37.368421052631575
g2_1.csv,57.04948646125116
g1_6.csv,45.58342420937841
g2_7.csv,34.48275862068966
g1_7.csv,35.810810810810814
g2_3.csv,31.614349775784756
g1_4.csv,32.537688442211056
g1_9.csv,24.56973293768546
g2_2.csv,38.21138211382114
g2_6.csv,54.858548585485856
g1_2.csv,50.877192982456144
g1_1.csv,17.22113502935421
g2_9.csv,14.35064935064935
g1_8.csv,27.84090909090909
g1_3.csv,17.010309278350515
g1_5.csv,30.48016701461378
g2_5.csv,40.0593471810089
e2_7.csv,0.0
e1_1.csv,9.22279792746114
e4_9.csv,3.781038374717833
e2_9.csv,0.0
e2_1.csv,7.338638373121132
e4_1.csv,6.536769327467002
e2_8.csv,9.705159705159705
e3_2.csv,2.7046783625730995
e5_5.csv,3.8571428571428568
e2_2.csv,0.0
e1_6.csv,23.46938775510204
e2_3.csv,2.3529411764705883
e4_5.csv,0.0
e1_7.csv,0.0
e2_4.csv,11.753731343283583
e3_3.csv,1.0676156583629894
e5_9.csv,2.55573681348559
e3_1.csv,4.817275747508306
e5_1.csv,7.383040935672515
